Title,URL,Text,Tag,Author,Date
American Spirit Alive and Well in North Dakota,https://theobjectivestandard.com/2014/06/american-spirit-alive-well-north-dakota/,"A recent article by the Associated Press, “Oil Boom Bringing More than Construction,” describes the revitalization of Watford City, North Dakota—revitalization made possible not only in that town but in many others as well, by the fracking revolution. “Luke Allen, who moved here last summer to start his dental practice, finds the pioneer spirit exhilarating,” the AP reports.",Science & Technology,David Biederman,"June 3, 2014"
Rand’s Ethics and Say’s Law,https://theobjectivestandard.com/2014/06/rands-ethics-says-law/,"Whereas rational ethics holds that if you want the values on which your life and happiness depend, you must take the actions necessary to gain and keep those values; rational economics holds that if you want to trade value for value in the marketplace, you must first produce value with which to trade.",Economics,Craig Biddle,"June 2, 2014"
Sunstein Sees “Opportunity” in China’s Indoctrination Efforts,https://theobjectivestandard.com/2014/06/sunstein-sees-opportunity-chinas-indoctrination-efforts/,"According to Sunstein, although the Chinese government was not uniformly successful, “the new curriculum greatly affected students’ thinking” in various ways. Sunstein writes that the Chinese government indoctrinated students (among other things) to view the government as legitimate and democratic and to view free markets with suspicion.",Education & Parenting,Ari Armstrong,"June 1, 2014"
Russia’s Useful Environmentalists,https://theobjectivestandard.com/2014/05/russias-useful-environmentalists/,"“Russia's No. 2 oil producer, Lukoil, and France's Total agreed . . . to set up a joint venture to tap vast tight [shale] oil reserves in Siberia” Reuters reports. The move provides further evidence that the Russian government’s criticism of fracking in Europe is intended to maintain Russia’s position as a key supplier of European energy.",Science & Technology,David Biederman,"May 31, 2014"
The California Murderer’s “Selfishness Without a Self”,https://theobjectivestandard.com/2014/05/california-murderers-selfishness-without-self/,"As Rand points out, the tribal lone wolf mentality has nothing to do with genuine, rational, life-promoting selfishness. A rationally selfish individual, far from “living” (or killing and dying) by the opinions of others, lives by his own independent judgment and for his own self-achieved happiness, creating values and trading value for value with others.",Philosophy,Ari Armstrong,"May 31, 2014"
Walter Mitty Learns to Love His Life,https://theobjectivestandard.com/2014/05/walter-mitty-learns-love-life/,"Rather than appreciate the joys and challenges of his work managing film negatives for Life magazine, ask a woman he likes out on a date, go on adventures, or stick up for himself when insulted or mistreated, Mitty frequently “zones out” and vividly imagines himself doing heroic things and going to interesting places.",Arts & Culture,Ari Armstrong,"May 30, 2014"
“Citizens for Tax Justice” vs. Rational Patriotism,https://theobjectivestandard.com/2014/05/citizens-tax-justice-vs-rational-patriotism/,"An increasing number of companies founded in the United States are leaving the country because of high corporate tax rates, and some Americans are blaming the businesses. But such critics, not the companies in question, are being unpatriotic—as judged by the standards of America’s founding document, the Declaration of Independence.",Politics & Rights,Michael A. LaFerrara,"May 30, 2014"
Leftists Shamefully Exploit California Murders on Behalf of Collectivism,https://theobjectivestandard.com/2014/05/leftists-shamefully-exploit-california-murders-behalf-collectivism/,"The modern left is so ideologically bankrupt that its representatives will blame a mass murder—even one perpetrated by an explicit and thoroughgoing collectivist—on individualism, and call for more collectivism as the “solution” to the problem. The murderer in question was an anti-individualist in every essential way.",Politics & Rights,Ari Armstrong,"May 29, 2014"
Lincoln and Race,https://theobjectivestandard.com/2014/05/lincoln-race/,"Despite his retrospective missteps, Lincoln repeatedly responded to Douglas’s racist tauntings by turning back to his avowed purpose in the election—to remind voters that “the old principle of Washington, Jefferson, and Madison” was that slavery was wrong and should be placed on a path to extinction.",History,Alexander V. Marriott,"May 29, 2014"
"A Report on the “Liberty, Free Markets, and Moral Character” Conference",https://theobjectivestandard.com/2014/05/report-the-liberty-free-markets-moral-character-conference/,"I just returned from a four-day, sixty-student conference on “Liberty, Free Markets, and Moral Character,” co-sponsored by the Clemson Institute for the Study of Capitalism (CISC) and the Foundation for Economic Education (FEE), and I want to report on the immense value of this event.","Announcements, Politics & Rights",Craig Biddle,"May 28, 2014"
"At World Cup Opening Ceremony, a Paraplegic Will Walk—Thanks to Miguel Nicolelis and Co",https://theobjectivestandard.com/2014/05/world-cup-opening-ceremony-paraplegic-will-walk-thanks-miguel-nicolelis-co/,"During the opening ceremonies for the World Cup June 12, a young paraplegic will walk onto the field in front of 65,000 fans and kick the first ball of the event. How? By means of a bionic exoskeleton, which he will control with his mind.",Science & Technology,Derrick Nantz,"May 27, 2014"
"On Memorial Day, Let’s Lift Our Heads and Speak",https://theobjectivestandard.com/2014/05/memorial-day-lets-lift-heads-speak/,"Free, rights-respecting, self-interested, rational men and nations go to war only when they are attacked or threatened with aggression—and then only to defend their freedom so that they can return to peaceful, normal, prosperous living. On Memorial Day, rather than just bow our heads in silence, let’s also raise our heads and speak these vital truths.",Politics & Rights,Craig Biddle,"May 26, 2014"
It Really Is About Time,https://theobjectivestandard.com/2014/05/really-time/,"Imagine if you could relive yesterday. What would say that you did not say? What would you do that you did not do? Now imagine you could relive any day in your past until you made it a perfect day. That is the premise of the 2013 film written and directed by Richard Curtis, About Time.",Arts & Culture,Ari Armstrong,"May 25, 2014"
Egalitarianism versus Rational Morality on Income Inequality,https://theobjectivestandard.com/2014/05/egalitarianism-vs-rational-morality-income-inequality/,"Egalitarianism encourages people to express envy toward the most successful producers and to seek to publicly shame them. A rational morality treats producers at whatever level, to the degree they pursue rationally selfish goals to the best of their ability, as moral heroes deserving admiration and praise.",Politics & Rights,Ari Armstrong,"May 24, 2014"
Monuments Men Saved Master Artworks from Grip of Nazis,https://theobjectivestandard.com/2014/05/monuments-men-saved-master-artworks-grip-nazis/,"The Monuments Men saved such cultural treasures as The Adoration of the Lamb by Jan van Eyck and Madonna of Bruges by Michelangelo. Among many other operations in which the unit was involved, it assisted with the recovery of artworks stored by the Nazis in the Austrian salt mines of Altausee.",Arts & Culture,Ari Armstrong,"May 23, 2014"
Lincoln versus the “Monstrous Injustice of Slavery”,https://theobjectivestandard.com/2014/05/lincoln-versus-monstrous-injustice-slavery/,"It can be perfectly appropriate to discuss Lincoln’s flaws and errors. What is not rationally defensible is to demonize Lincoln by quoting him selectively and ignoring relevant historical context and facts, such as the critical fact that the Confederacy fought to preserve and strengthen the most horrifically evil institution in America’s history.",History,Ari Armstrong,"May 21, 2014"
"So Good They Can't Ignore You, by Cal Newport",https://theobjectivestandard.com/2014/05/good-cant-ignore-cal-newport/,"Daniel Wahl reviews So Good They Can't Ignore You, by Cal Newport.","Good Living, Reviews",Daniel Wahl,"May 20, 2014"
"Seven Pleasures, by Willard Spiegelman",https://theobjectivestandard.com/2014/05/seven-pleasures-willard-spiegelman/,"Daniel Wahl reviews Seven Pleasures, by Willard Spiegelman.","Good Living, Reviews",Daniel Wahl,"May 20, 2014"
Timothy Sandefur on the Conscience of the Constitution,https://theobjectivestandard.com/2014/05/timothy-sandefur-conscience-constitution/,"Discusses the essential purpose of the Constitution, the crucial role of the principles set forth in the Declaration of Independence in understanding that purpose, and related matters.",Politics & Rights,Ari Armstrong,"May 20, 2014"
"Purpose, Value Hierarchies, and Happiness",https://theobjectivestandard.com/2014/05/purpose-value-hierarchies-happiness/,"Zeros in on the nature and importance of purpose in good living, discusses how to organize and prioritize your values and goals with respect to their relative importance to your life and happiness, and offers tips and standing orders for making your life the best it can be.","Ayn Rand & Objectivism, Good Living",Craig Biddle,"May 20, 2014"
Getting Lincoln Right,https://theobjectivestandard.com/2014/05/getting-lincoln-right/,"Addresses various claims of Lincoln-bashing libertarians and conservatives; presents crucial and oft-ignored facts about Lincoln, about the Founders he revered, about the state of the Union during his time, and about the Civil War; and provides the context necessary to judge Lincoln and his actions objectively.","History, Politics & Rights",Alexander V. Marriott,"May 20, 2014"
"From the Editor, Summer 2014",https://theobjectivestandard.com/2014/05/editor-summer-2014/,Craig Biddle introduces the Summer 2014 issue of The Objective Standard.,Announcements,Craig Biddle,"May 20, 2014"
"Murder for Allah—Again (and Again, and . . . )",https://theobjectivestandard.com/2014/05/murder-allah/,"Atrocities against women and girls, against homosexuals, against non-Muslims, are, in the Muslim world, a daily occurrence. The action against this Sudanese woman—whether or not Muslims ultimately carry out their threat to murder her—is just one atrocity in an endless stream of atrocities perpetrated by Muslims in the name of their “God.”",Philosophy,Ari Armstrong,"May 20, 2014"
Government Victimizes and Favors Tesla by Violating Rights of All,https://theobjectivestandard.com/2014/05/government-victimizes-favors-tesla-violating-rights/,"[caption id=""attachment_26356"" align=""alignright"" width=""300""] Image: Tesla Motors[/caption] Relying on so-called franchise laws, representatives of car dealerships in several states have been fighting with some success to legally stop Tesla Motors from selling its cars to consumers directly, rather than through franchised dealerships. As Fox news reports, Arizona, Maryland, New Jersey,…",Politics & Rights,Michael A. LaFerrara,"May 20, 2014"
In Praise of Those Commercializing the Moon,https://theobjectivestandard.com/2014/05/praise-commercializing-moon/,"A consortium of space entrepreneurs plans next year to deliver to the moon’s surface a can of Pocari Sweat, an Asian sports drink. Yes, they’re doing it for the money—and that is a glorious thing. Part of the purpose of the mission is to inspire students to pursue careers in space exploration.",Science & Technology,Ari Armstrong,"May 19, 2014"
The Illegitimacy of Pope Francis’s “Legitimate Redistribution” of Wealth,https://theobjectivestandard.com/2014/05/illegitimacy-pope-franciss-legitimate-redistribution-wealth/,"In his recent address to representatives from the United Nations, Pope Francis called for “the legitimate redistribution of economic benefits by the State” in order to alleviate poverty. The pope believes economic inequality is wrong and that government should forcibly remedy the problem. But the pope is wrong on both counts.","Philosophy, Politics & Rights",Natalie Ogle,"May 18, 2014"
Summer Issue of The Objective Standard,https://theobjectivestandard.com/2014/05/summer-issue-objective-standard/,"The print edition of the Summer issue of The Objective Standard is at press and will be mailed shortly. The electronic versions—including online (html), ebook, audio, and Kindle—will be posted on May 20. The issue features ""Getting Lincoln Right,"" by Alexander V. Marriott, ""Purpose, Value Hierarchies, and Happiness,"" by Craig Biddle; and more.",Announcements,TOS Admin,"May 17, 2014"
How to Attack Common Core—and How Not to,https://theobjectivestandard.com/2014/05/attack-common-core/,"Every major conservative who has commented on Common Core, pro or con, agrees that government should operate schools and establish curricula for those schools. They disagree only about the proper mix of involvement by federal, state, and local governments, and about the proper content of those standards.",Education & Parenting,Ari Armstrong,"May 16, 2014"
Common Core’s Nonsensical Math Problems Undermine Students’ Confidence,https://theobjectivestandard.com/2014/05/common-cores-nonsensical-math-problems-undermine-students-confidence/,"When the student has to guess what the test writer means, or accept the teacher’s arbitrary pronouncements about what the vague problem “means,” the student “learns” not to solve math problems using his mind, but to doubt the efficacy of his mind and to become dependent on the teacher’s say-so.",Education & Parenting,Ari Armstrong,"May 16, 2014"
"WHO Wants Global Restrictions on Alcohol; Unsurprisingly, Offers No Justification",https://theobjectivestandard.com/2014/05/wants-global-restrictions-alcohol-unsurprisingly-offers-justification/,"WHO wants governments to forcibly confiscate more of people’s wealth when they buy alcohol, to forcibly stop consenting adults from trading products voluntarily, and to forcibly stop alcohol producers from exercising their right to free speech by advertising their products in accordance with their judgment.",Politics & Rights,Ari Armstrong,"May 16, 2014"
12 Years a Slave and Those Who Should Endure It,https://theobjectivestandard.com/2014/05/12-years-slave-endure/,"In its artistry, the film is hauntingly beautiful, with its lush landscapes, intricate costuming, heart wrenching performances, and ponderous direction. In its subject matter—it details the years that free-born Solomon Northup spent in slavery after he was kidnapped and sold into bondage—the film is horrific.",Arts & Culture,Ari Armstrong,"May 15, 2014"
"Environmentalists: Peak Oil and No Peak Oil, Equally Bad",https://theobjectivestandard.com/2014/05/environmentalists-peak-oil-peak-oil-equally-bad/,"The notion of “peak oil” is scientifically fallacious because, with better methods of discovering and extracting fossil fuels, known reserves keep expanding, not contracting. Sure, there’s a theoretical limit to the amount of fossil fuels people can extract, but so far we’ve used the proverbial drop in the bucket.",Science & Technology,Ari Armstrong,"May 14, 2014"
The Jihadist War Behind the Kidnapping of Nigerian Schoolgirls—and the Westerners Behind It,https://theobjectivestandard.com/2014/05/jihadist-war-behind-kidnapping-nigerian-schoolgirls-westerners-behind/,"Why did a gang of thugs kidnap 276 schoolgirls in Nigeria last month? As Ali points out, “Boko Haram sincerely believes that girls are better off enslaved than educated.” Ali also points out that the kidnappings are part and parcel of the broader jihadist campaign against women living as human beings.",Philosophy,Ari Armstrong,"May 13, 2014"
Richard Salsman’s Plan to Immediately End Social Security,https://theobjectivestandard.com/2014/05/richard-salsmans-plan-immediately-end-social-security/,"Imagine being able to keep an extra 12.4 percent of every paycheck to spend or invest according to your own judgment. Imagine if, rather than seize that portion of your paycheck to finance Social Security, government recognized your moral right to that wealth.",Politics & Rights,Ari Armstrong,"May 12, 2014"
"Faith-Based Saudi Censorship, A Lesson for America",https://theobjectivestandard.com/2014/05/faith-based-saudi-censorship-lesson-america/,"American Christians calling for censorship based on religious beliefs should look to Saudi Arabia for an indication of what faith-based government means. There, government recently sentenced “prominent Saudi blogger [Raif Badawi] to 10 years in prison and 1,000 lashes for insulting Islam,” Fox News reports.",Philosophy,Ari Armstrong,"May 11, 2014"
Courageous Iranian Women Unveil,https://theobjectivestandard.com/2014/05/courageous-iranian-women-unveil/,"If Iranian women “remove their veils in public, they can receive 70 lashes or 60 days in prison,” reports Vocativ. Regardless, some Iranian women “have taken to Facebook to post photos of themselves veil-less.” On Twitter, the movement is known as (translated) “stealth freedom.” Best wishes to these courageous women as they challenge such insane, faith-based, barbaric practices.",Philosophy,Ari Armstrong,"May 11, 2014"
Bezos and Jobs Revolutionized Industries they Loved,https://theobjectivestandard.com/2014/05/bezos-jobs-revolutionized-industries-loved/,"Jeff Bezos and Steve Jobs succeeded in large part because they passionately, selfishly loved what they were creating and marketing—books and music, respectively—and they developed innovative ways to deliver the products to consumers who love them too. Here’s to passions, profits, and the people who pursue them.",Economics,Joseph Kellard,"May 10, 2014"
Frank Lloyd Wright Masterpiece Opens to Public for the First Time,https://theobjectivestandard.com/2014/05/frank-lloyd-wright-masterpiece-opens-public-first-time/,"The Johnson Wax buildings, as they are commonly called, offer a great example of how a company’s architecture can be integral to its identity. The S. C. Johnson company has always been extremely proud of its Wright-designed buildings, and the buildings’ design has helped shape the identity and culture of the company over the years.",Arts & Culture,Earl Parson,"May 10, 2014"
Jeopardy! Battle of the Decades,https://theobjectivestandard.com/2014/05/jeopardy-battle-decades/,"Quiz shows such as Jeopardy! highlight the amazing capabilities of contestants to remember varied, esoteric facts and to recall them under enormous pressures of time limits and high-dollar competition. Viewers witness the power of the human mind to function at extremely high levels in a competitive setting, and many who watch draw inspiration to improve their own minds.",Arts & Culture,Jason Letman,"May 9, 2014"
Consistent American Christians Endorse Putin’s Soviet-Style Censorship,https://theobjectivestandard.com/2014/05/consistent-american-christians-endorse-putins-soviet-style-censorship/,"Was American evangelist Franklin Graham an outlier when, because of this Christian faith, he endorsed the Russian government’s censorship of speech (in his case speech pertaining to homosexuality)? Unfortunately, no. Russia has, under Putin, vastly expanded government censorship of speech—and more American Christians have endorsed Russia’s censorship.","Philosophy, Politics & Rights",Ari Armstrong,"May 9, 2014"
"Two Paradoxes of Capitalism, Resolved",https://theobjectivestandard.com/2014/05/two-paradoxes-capitalism-resolved/,"Because human beings survive fundamentally by using their reasoning minds to produce values, they need the freedom to act in accordance with their judgment; therefore they need a government that protects them from the only thing that can stop them from acting on their judgment: initiatory force.",Politics & Rights,Ari Armstrong,"May 8, 2014"
George Will Eviscerates Common Core—But Doesn’t See Full Implications of His Remarks,https://theobjectivestandard.com/2014/05/george-will-eviscerates-common-core-doesnt-see-full-implications-remarks/,Fractured political control may in some ways be slightly less-bad than centralized political control. But the only approach consistent with individual rights and with the aim of quality in education is to remove political controls from education entirely and thus to enable a free market in education to thrive.,Education & Parenting,Ari Armstrong,"May 7, 2014"
Thank Goodness Few Religionists Are as Religious as Franklin Graham,https://theobjectivestandard.com/2014/05/thank-goodness-religionists-religious-franklin-graham/,"Although it is not surprising that a thug such as Putin would want forcibly to silence speech he opposes, it may surprise some that a revered “gentle” Christian such as Graham seeks to do so too. However, Graham’s support for censorship is consistent with the tenets of his religion.",Philosophy,Natalie Ogle,"May 7, 2014"
Of Coffee and Capitalism,https://theobjectivestandard.com/2014/05/coffee-capitalism/,"What makes it possible for individuals so passionate about something so specialized as importing, roasting, and selling coffee to be able to devote their lives to delivering the perfect cup? Such specialization is made possible by the enormous productive output of a relatively free economy and the complex division of labor such an economy supports.",Economics,Ari Armstrong,"May 7, 2014"
Dave Kopel: Bill of Rights Safeguards “Pre-Existing Human Rights”,https://theobjectivestandard.com/2014/05/dave-kopel-bill-rights-safeguards-pre-existing-human-rights/,"Rights are objective (fact-based) principles, so the Bill of Rights is properly understood to protect man’s objective rights. Only a legal theory based on objective meaning can explain, for example, why laws forbidding blasphemy violated rights two centuries ago and why laws restricting political speech violate rights today.",Politics & Rights,Ari Armstrong,"May 6, 2014"
European Fracking Bans Fuel Russia’s Ambition for Conquest,https://theobjectivestandard.com/2014/05/european-fracking-bans-fuel-russias-ambition-conquest/,"Regardless of whether Zubrin is correct in his assessment of the degree to which Russian influence is slowing European shale gas development, his warning that “If Europe’s fuel supplies remain under Russian control, the continent is doomed to fall under Russian domination” should be heeded.",Politics & Rights,David Biederman,"May 6, 2014"
Mike Rowe’s Excellent Career Advice,https://theobjectivestandard.com/2014/05/mike-rowes-excellent-career-advice/,"Rowe is right that “happiness does not come from a job,” in the sense that getting an idealized job will not automatically make you happy. But, in a deeper sense, happiness does come from a job, in that working in a productive career you love is a fundamental source of joy in life. Rowe’s own approach to work demonstrates this.",Good Living,Ari Armstrong,"May 5, 2014"
"Ayn Rand’s Philosophy, the Laws of Nature, and a Gay Jamaican",https://theobjectivestandard.com/2014/05/ayn-rands-philosophy-laws-nature-gay-jamaican/,"Philosophy professor Jason D. Hill has written a beautiful article, “Jamaican, Gay and Ayn Rand Made it OK,” about how Rand’s books and philosophy helped him to think clearly about his life and his sexual orientation, and to pursue his goals and happiness with passion and pride.",Ayn Rand & Objectivism,Craig Biddle,"May 4, 2014"
The Heritage Foundation’s Collectivist Call to Ban Marijuana,https://theobjectivestandard.com/2014/05/heritage-foundations-collectivist-call-ban-marijuana/,"The fundamental debate is not whether the costs of prohibiting marijuana outweigh the benefits. The fundamental debate is whether consenting adults have a right to decide what to do with their own bodies and property, and whether government has a right to violate individual rights in the name of “public health” (or anything else).",Politics & Rights,Ari Armstrong,"May 4, 2014"
Fracking Fuels Advances in Domestic Plastic Production,https://theobjectivestandard.com/2014/05/fracking-fuels-advances-domestic-plastic-production/,"Although many people take polyethylene for granted, almost everyone regularly uses myriad products made partly or entirely from it, including modern airplanes, trash bags, food storage containers, lightweight vehicles, stretch films, hard hats, detergent bottles, piping for natural gas and water, insulation for electrical wires, medical supplies, the list goes on and on.",Science & Technology,David Biederman,"May 4, 2014"
Republicans and the Immorality of Minimum Wage Laws,https://theobjectivestandard.com/2014/05/republicans-immorality-minimum-wage-laws/,"Minimum wage laws are immoral because, like all government price controls, they violate the moral rights of individuals to act on their own judgment for their own purposes. In order to live and flourish, people need to think rationally, make judgments about what is and is not best for their lives, and act accordingly.",Politics & Rights,Stephen Bourque,"May 3, 2014"
Kitchen Supplies that Enrich Our Lives—and the Men of the Mind Who Produce Them,https://theobjectivestandard.com/2014/05/kitchen-supplies-enrich-lives-men-mind-produce/,"Some things are seemingly so mundane, and we use them so routinely, that we scarcely notice how important they are to our lives. Take, for example, common kitchen supplies. Pause for a moment to consider how businesses developed four essential products—and how important those products are to our daily food preparation.",Science & Technology,Ari Armstrong,"May 3, 2014"
Frackers in Bakken Shale of North Dakota and Montana Produce 1 Billion Barrels of Oil,https://theobjectivestandard.com/2014/05/frackers-bakken-shale-north-dakota-montana-produce-1-billion-barrels-oil-three-months/,"Oil producers in the ""Bakken shale formation in western North Dakota and eastern Montana have produced 1 billion barrels of crude [oil]"" as of the first quarter of 2014, reports the Associated Press. ""North Dakota has generated 852 million barrels of Bakken crude, and Montana has produced about 151 million barrels.""",Science & Technology,David Biederman,"May 2, 2014"
Dr. Craviotto: “Damn the Mandates and Requirements from Bureaucrats”,https://theobjectivestandard.com/2014/05/dr-craviotto-damn-mandates-requirements-bureaucrats/,"Those of us who are not doctors, but who love our lives and our health, should not stand idly by as politicians and bureaucrats shackle the doctors on whom our lives and health may well depend. We should stand with those doctors who, like Craviotto, demand liberty to practice medicine in accordance with their own judgment.",Science & Technology,Ari Armstrong,"May 2, 2014"
The National Day of Prayer versus Fidelity to Reason,https://theobjectivestandard.com/2014/05/national-day-prayer-vs-fidelity-reason/,"Rather than humbly seek God’s guidance through prayer, we should proudly uphold the value of reason as our only means of achieving rational guidance in politics or any other area of life. And we should demand that our political leaders go, not by faith, feelings, or popular opinion, but by rational, rights-respecting principles.",Philosophy,Ari Armstrong,"May 1, 2014"
Austrian Steelmaker’s Texas Plant Highlights Value of U.S. Fracking and Property Rights,https://theobjectivestandard.com/2014/05/austrian-steelmakers-texas-plant-highlights-value-u-s-fracking-property-rights/,"Whereas in the United States owners of resources have a strong incentive to contract with frackers—development of Eagle Ford shale in Texas generated some $2.4 billion in leases in 2010 alone—European politicians and bureaucrats, who control the resources in question there, have little to no incentive (and likely negative incentive) to enable fracking.",Science & Technology,David Biederman,"May 1, 2014"
"What’s in Your Food, Your Medicines, Your Body? SCiO’s Got an App for That",https://theobjectivestandard.com/2014/05/whats-food-medicines-body-scios-got-app/,"What if, when you looked at a piece of cheese (for example), you saw not only the cheese’s shape, color, texture, and the like, but also its chemical composition? Thanks to portable near-infrared spectroscopes now under development, you may soon be able to scan cheese or virtually any other object to learn facts about its chemical makeup.",Science & Technology,Ari Armstrong,"May 1, 2014"
What’s Worse than Donald Sterling’s Racism?,https://theobjectivestandard.com/2014/04/whats-worse-donald-sterlings-racism/,"The widely publicized racist rant of Los Angeles Clippers owner Donald Sterling is a disturbing reminder that some people continue to hold racist sentiments. But the greater and deeper harms to blacks today are to be found not in such racist rants, but in rights-violating government policies.",Politics & Rights,Ari Armstrong,"April 30, 2014"
Pledge Fight Illustrates Inherent Conflicts of “Public” Schools,https://theobjectivestandard.com/2014/04/pledge-fight-illustrates-inherent-conflicts-public-schools/,"The solution consistent with individual rights is neither to force students to pledge allegiance to a nation “under God” nor to forbid them to do so. Rather, the solution is to get government out of education altogether and leave private schools to establish their own policies on such matters.",Education & Parenting,Ari Armstrong,"April 30, 2014"
Feds Gamble with Americans’ Rights,https://theobjectivestandard.com/2014/04/feds-gamble-americans-rights/,"Adults have a moral right to spend their money as they see fit, and gambling companies have a moral right to offer their services as they see fit. So long as those gambling or offering gambling services do not violate rights, government has no moral right to interfere.",Politics & Rights,Michael A. LaFerrara,"April 29, 2014"
Tonight: Celebrate the Constitution with Objectively Speaking,https://theobjectivestandard.com/2014/04/tonight-celebrate-constitution-objectively-speaking/,"Tonight Robert Begley will join Andrew Bernstein and Arshak Benlian on their Blog Talk Radio show, Objectively Speaking. They'll discuss the Celebrate the Constitution Summit a conference scheduled for September. The show airs live from 8 to 9 pm Eastern, and the call-in number is 347-855-8824. Tune in, call in, tell your friends!",Announcements,Robert Begley,"April 29, 2014"
David Cameron Wants to Encourage Natural Gas Production; U.S. Shows the Way,https://theobjectivestandard.com/2014/04/david-cameron-wants-encourage-natural-gas-production-u-s-shows-way/,"Due to government restrictions, UK producers have drilled only an averaged of 19 onshore wells per year over the last century. In stark contrast, because the U.S. government substantially protects the rights of private owners to subsurface oil and gas, energy producers here drill and frack thousands of wells annually.",Science & Technology,David Biederman,"April 29, 2014"
"SpaceX Achieves Soft Booster Landing, Opens Door to Radically Cheaper Rocketry",https://theobjectivestandard.com/2014/04/spacex-achieves-soft-booster-landing-opens-door-radically-cheaper-rocketry/,"SpaceX has successfully tested a soft landing of its Falcon9 rocket booster. Not only does such technology promise to vastly increase the launching of technologies and supplies into orbit, it promises to play a pivotal role in eventually transporting people to other planets, starting with Mars.",Science & Technology,Ari Armstrong,"April 29, 2014"
The Pope and the Root of Social Evil,https://theobjectivestandard.com/2014/04/pope-root-social-evil/,"Inequality of resources per se is neither good nor bad. When government protects people’s rights and some people earn more wealth than others do by their own productive effort, the outcome is just. When government (or a criminal) violates people’s rights, the outcome (not to mention the act) is unjust—whether the result is more inequality or less.",Politics & Rights,Ari Armstrong,"April 28, 2014"
Coloradans Should Eighty-Six Initiative 82,https://theobjectivestandard.com/2014/04/coloradans-eighty-six-initiative-82/,"The measure proposes that local governments need only claim that fracking might somehow harm someone—under the so-called “precautionary principle,” they need not offer any evidence, much less prove anything—to trample the rights of energy producers and of the property owners with whom those producers contract.",Science & Technology,David Biederman,"April 28, 2014"
Parents Narrowly Avoid Jail after Enrolling Daughter in Less-Bad Government School,https://theobjectivestandard.com/2014/04/parents-narrowly-avoid-jail-enrolling-daughter-less-bad-government-school/,"Government funds its schools by forcibly confiscating wealth from individuals, in violation of their moral right to decide for themselves how to use their money. An inevitable consequence is that government seizes wealth from many people who do not benefit from or approve of the government schools they are forced to finance.",Education & Parenting,Michael A. LaFerrara,"April 28, 2014"
Should Government Force Walgreens to Employ Salespeople Who Refuse to Sell Its Products?,https://theobjectivestandard.com/2014/04/government-force-walgreens-employ-salespeople-refuse-sell-products/,"Pharmacist Philip Hall is suing Walgreens, alleging that the company violated the 1964 Civil Rights Act when it fired him for refusing, on religious grounds, to sell the birth-control drug Plan B. But Walgreens is a pharmacy; the notion that it should be forbidden to require its employees who are hired to sell pharmaceuticals to actually sell pharmaceuticals is absurd.",Politics & Rights,Natalie Ogle,"April 27, 2014"
"Cliven Bundy, the Dishonest Left, and the Welfare State",https://theobjectivestandard.com/2014/04/cliven-bundy-dishonest-left-welfare-state/,"As a chapter of the NAACP once concluded, “the ready access to a lifetime of welfare and free social service programs is a major contributory factor to the crime problems we face today.” The same holds for the related problems usually associated with high-crime neighborhoods, including high rates of absentee fathers, rampant drug abuse, gang violence, and the like.",Politics & Rights,Ari Armstrong,"April 27, 2014"
Ted Cruz Calls for Unshackling Energy Producers,https://theobjectivestandard.com/2014/04/ted-cruz-calls-unshackling-energy-producers/,"Despite federal controls, American energy producers have dramatically expanded the production of domestic oil and natural gas, keeping consumer prices relatively low and providing work for millions of Americans. Cruz is right that restraining the federal government’s power to throttle energy producers will substantially free them to continue and expand their work.",Science & Technology,David Biederman,"April 26, 2014"
Cliven Bundy Cattle Standoff Is a Consequence of Illegitimate Government Claims on Land,https://theobjectivestandard.com/2014/04/cliven-bundy-cattle-standoff-consequence-illegitimate-government-claims-land/,"The fundamental problem is that the government is unlawfully maintaining possession of the lands in question and failing to recognize legitimate property rights over those lands. Because the federal government “owns” the wilderness lands in question, in practice no one truly owns them; their control is at the mercy of political factions.",Politics & Rights,Ari Armstrong,"April 26, 2014"
Heavy Metal-Classical Fusion for the Soul,https://theobjectivestandard.com/2014/04/heavy-metal-classical-fusion-soul/,"What do you get when one of the world’s great classical guitarists, Thomas Valeur, teams up with the “Queen of Shred” heavy-metal guitarist, The Commander in Chief? Last year, the two collaborated on a reorchestration of Pablo de Sarasate’s Zigeuenerweisen. The result is an excellent performance by two talented musicians.",Arts & Culture,Jason Letman,"April 25, 2014"
Mandatory Paid Sick Time: Economically Destructive because Morally Wrong,https://theobjectivestandard.com/2014/04/mandatory-paid-sick-time-economically-destructive-morally-wrong/,Legally mandated sick pay violates the moral rights of employers and employees to mutually agree to terms of employment. Government’s only proper role in this area is to protect the rights of employers and job seekers to contract voluntarily so that they can live their lives in accordance with their own judgment.,Politics & Rights,Michael A. LaFerrara,"April 25, 2014"
George Will Is Thinking in the Right Direction about Rights,https://theobjectivestandard.com/2014/04/george-will-thinking-right-direction-rights/,"Especially encouraging is that George Will attempts to come to grips with the question of why individuals have rights. As Craig Biddle and Stephen Bourque write in response to an earlier article by Will in which he wrestles with the issue of rights, “rights are recognitions of certain factual requirements of human life and prosperity on earth.”",Politics & Rights,Ari Armstrong,"April 25, 2014"
